price;price_per_meter;area;rooms;floor;market_type;furnished;building_type;description;district;date;url
803 400 zł do negocjacji;Cena za m²: 15991.24 zł/m²;50,24;2;5;Wtórny;;Kamienica;"OPIS
Mieszkanie dwupokojowe w kamienicy na Starej Ochocie przy ul. Radomskiej 8, w niedalekim sąsiedztwie ulicy Grójeckiej. Okolica cicha i zielona. Bardzo dobra komunikacja z Centrum i z lotniskiem.
Mieszkanie ciche i słoneczne, usytuowane na 4 piętrze pięciopiętrowego budynku. Wszystkie okna w mieszkaniu usytuowane są od strony ulicy Radomskiej.
Powierzchnia mieszkania to 50,24 m2, w tym dwa pokoje o powierzchni odpowiednio 15 m2 i 14 m2. Kuchnia oddzielna o powierzchni ok 11 m2. Wysokość mieszkania to ok 3,1 m.
Stan techniczny mieszkania – do remontu.
W załączaniu rzut mieszkania oraz przykładowa koncepcja układu funkcjonalnego mieszkania i przykładowe wizualizacje stanu docelowego po remoncie.
W części wspólnej budynku wymienione zostały wszystkie instalacje. W 2023 roku została również wymieniona winda. Wspólnota Mieszkaniowa zebrała już pieniądze i bieżącym roku zostanie wykonany remont klatki schodowej.";Ochota;2025-03-21;https://www.olx.pl/d/oferta/mieszkanie-2-pokoje-50-24-m2-stara-ochota-do-remontu-CID3-ID14IYw4.html
869 000 zł do negocjacji;Cena za m²: 17734.69 zł/m²;49;3;3;Wtórny;;Blok;"OPIS
DZIEŃ OTWARTY 06.04.2025 - prosimy o kontakt telefoniczny wcześniej, aby umówić się i móc obejrzeć mieszkanie. ZAPRASZAMY!!!
0% prowizji - sprzedaż bezpośrednia
ROI 9-10%
AGENCI - proszę nie dzwonić!

Na sprzedaż gotowiec inwestycyjny: 3 pokoje wykończone, w pełni umeblowane i wyposażone na zielonym Żoliborzu.
Bardzo dobrze skomunikowane (autobusy, tramwaje, metro Pl.Wilsona). Na osiedlu przedszkole, szkoła podstawowa, bardzo dobre liceum, liczne sklepy i usługi.

Mieszkanie dwustronne (południ-zachód) znajduje się w kameralnym budynku przy ul.Przasnyskiej 12 (rok budowy 1965) w środku osiedla co zapewnia ciszę i spokój.
3 piętro zapewnia piękny widok na starodrzew, oraz dużo światła dziennego i dużo prywatności (tylko jeden sąsiad).
Bardzo dobry rozkład mieszkania 48 m2:
⦁ salon z aneksem kuchennym 21 m2
⦁ sypialnia 9 m2
⦁ sypialnia 8,5 m2
⦁ garderoba 2,5 m2
⦁ łazienka 2,9 m2
⦁ przedpokój 4,6 m2
⦁ balkon 2m2
⦁ do mieszkania przynależy duża podwójna komórka lokatorska/piwnica 5m2

W maju 2024 zakończył się generalny remont obejmujący: nową elektrykę, hydraulikę, wymianę okien, parapetów , gładzie itp. Wszystkie meble i sprzęty AGD są nowe. Kuchnia na wymiar pod indywidualny projekt.
Mieszkanie od 9 lat było wynajmowane długoterminowo non-stop, aktualnie dostosowane do najmu krótkoterminowego i działa aktywnie na booking i airbnb z bardzo dobrym skutkiem (grudzień i styczeń 100% obłożenia, aktualnie rezerwacje na kilka tygodni do przodu).
Wysoka stopa zwrotu ok 8-9% rocznie przy samodzielnym zarządzaniu.

Księga wieczysta jest założona, grunty uregulowane! można obciążyć ją kredytem hipotecznym.

Istnieje możliwość zakupu na kredyt lub za gotówkę.
Dla zakupu na kredyt hipoteczny 10% zadatku, czas oczekiwania max 3 mce.
Cena do rozsądnej negocjacji wyłącznie przy zakupie gotówkowym.";Żoliborz;;https://www.olx.pl/d/oferta/dzien-otwarty-06-04-2025-gotowiec-inw-booking-airbnb-roi-9-10-CID3-ID14rsdQ.html
599 000 zł do negocjacji;Cena za m²: 16638.89 zł/m²;36;1;1;Wtórny;;Kamienica;"OPIS
Mieszkanie w klimatycznej kamienicy z lat 50. w jednej z najbardziej pożądanych lokalizacji w Warszawie, zaledwie 2 km od Centrum miasta.!

Adres: ul. Kaliska 8/10
Metraż: 36 m²
Piętro: 1. / winda
Cena: 599 000 zł

O mieszkaniu:
• Duży, ustawny pokój: 19,5 m2
• Kuchnia z dużym oknem: 9,5 m2
• Przedpokój: 4 m2 i Łazienka: 3 m2 (prześwit do kuchni)
• Możliwość połączenia kuchni z salonem
• Ekspozycja wschodnia, okna na podwórko
• Piwnica w cenie

Stan techniczny:
• Mieszkanie wymaga kapitalnego remontu (w tym okna, instalacje)
• Kamienica po modernizacjach, klatka i winda do odnowienia w najbliższych latach
• Mieszkanie oczyszczone, gotowe do remontu

Dodatkowe atuty
• Uregulowany stan prawny, pełna własność, KW
• Mieszkanie dostępne od zaraz!
• Możliwość parkowania na terenie podwórka dla mieszkańców
• Spokojna okolica, przyjazne sąsiedztwo
• Świetna komunikacja: tramwaje, autobusy, bliskość Centrum (2 km)

+48**********19
Zadzwoń i umów się na prezentację!

Oferta dostępna tylko w RE/MAX. Wynagrodzenie agenta w całości pokrywa właściciel.";Ochota;2025-03-15;https://www.olx.pl/d/oferta/kawalerka-w-kamienicy-tuz-przy-placu-narutowicza-CID3-ID14WThn.html
729 900 zł do negocjacji;Cena za m²: 16413.31 zł/m²;44,47;2;4;Wtórny;;Kamienica;"OPIS
pow. 44,47 m2
2 pokoje
piętro 4 z 5
Dwupokojowe mieszkanie na Starej Ochocie w kamienicy z windą.

Kamienica dwuklatkowa, z piękną przedwojenną klatką schodową, wysokimi kondygnacjami (310 cm) .
W budynku wyremontowane zostały wszystkie instalacje (elektryczna, centralnego ogrzewania, gazowa i wodno-kanalizacyjna). Klatki schodowe są w bardzo dobrym stanie, a wspólnota planuje remont windy w przyszłym roku (są już na to fundusze).

Mieszkanie narożne z oknami w stronę ulicy Kopińskiej (kuchnia i pokój dzienny) i na bok budynku (sypialnia i łazienka).
Wysokie piętro, wysokość mieszkania (310 cm) oraz duże okna dają niesamowite poczucie przestrzeni i zapewniają piękny widok.

Mieszkanie jest do remontu, ma jednak fantastyczny dębowy parkiet, wymienione okna i drzwi zewnętrzne. Jest też dość plastyczne i spokojnie można otworzyć kuchnię na większy pokój. Można również zrezygnować z gazu na rzecz kuchni indukcyjnej (instalacja w budynku jest wymieniona)

Duża osobna widna kuchnia, a pokój dzienny z oknami przez całą długość ściany. Przy sypialni łazienka z oknem, osobne wc z wejściem z przedpokoju.
Lokalizację Starej Ochoty nie trzeba nikomu zachwalać ;).
Komunikacja dosłownie w każdą stronę miasta, a punkty usługowe i sklepy w zasięgu ręki

Do mieszkania przynależy piwnica.
Czynsz na poziomie 675zł/mc
Odrębna własność

Zapraszam na prezentację.";Ochota;2025-03-06;https://www.olx.pl/d/oferta/stara-ochota-kamienica-z-winda-piwnica-wysoki-strop-310-cm-CID3-ID13aCcL.html
1 098 000 zł do negocjacji;Cena za m²: 15464.79 zł/m²;71;3;8;Wtórny;;Blok;"OPIS
* Przestronne i słoneczne mieszkanie z widokiem na panoramę Bielan *
Chcesz mieszkać z pięknym widokiem z okna? Świetnie położonym i skomunikowanym?
To mieszkanie Cię zachwyci!

• Przestronne trzy pokoje z dużymi oknami
• Mieszkanie pięknie doświetlone (ekspozycja płd. I płd.-zach)
• Świetnia komunikacja - w centrum jesteś w 15 minut
• Stacja Metra 5 min spacerkiem
• Piękny widok na panoramę Bielan i Warszawy
• Cicha i spokojna okolica - idealna do relaksu
• Żłobek, przedszkole, szkoła podstawowa, liceum - wszystko jest na miejscu
• Wszystko czego potrzebujesz jest na miejscu, ale jeśli chcesz to w centrum jesteś w 15 minut
• Obok park, ładny staw, siłownia pod chmurką i tereny zielone - idealne dla osób aktywnych i ceniących przyrodę
• Mieszkanie, które spełni Twoje marzenia o idealnym domu

• Możesz OSZCZĘDZIĆ od 34'500 zł do 57'000 zł* na prowizji pośrednika bo sprzedaję bezpośrednio!

Przestronne, ustawne i słoneczne mieszkanie w warszawskiej dzielnicy Bielany przy ul. Dantego.

Komfortowe mieszkanie o powierzchni 70.90 m² o południowo-zachodniej ekspozycji, składające się z 3 pokoi, w tym pokoju dziennego 23.80 m², dwóch pokoi po 11.10 m², oddzielnej kuchni 6.60 m², łazienki (2.60 m²), WC (1.50 m²) i przedpokoju o powierzchni 10,80 m² i oddzielna garderoba 3,9 m².

Pokój dzienny z dużym balkonem o południowej ekspozycji z szerokim widokiem na panoramę Bielan świetnie nadaje się na chwilę odpoczynku przy popołudniowej kawie
Dodatkowo komórka lokatorska o powierzchni 2.03 m².

Osoby ceniące komfort i przestrzeń świetnie się tu odnajdą: duże (ale nie ogromne) pokoje, funkcjonalny układ i dodatkowe pomieszczenia, takie jak garderoba (czy spiżarnia), zapewniają wygodę.

Mieszkanie położone w świetnej lokalizacji:
- stacja Metra (420 metrów)
- liczne połączenia autobusowe (400 m)
- bazarek Wolumen ze dostawami świeżych warzyw, owoców od lokalnych dostawców (400 m)
- liczne sklepy w okolicy: Biedronka (140 m), Lidl (750m), Carrefour (900 m)
- apteka (140 m)
- kompleks sportowy, w tym basen, CSR Bielany (700 m)
- szkoła podstawowa (300 m),
- przedszkole (300 m)
- liceum ogólnokształcące (500 m)
- bliskość Parku Bielańskiego (900 m)
- Akademia Wychowania Fizycznego (2 km)
- Szpital Bielański (1,4 km)
- przychodnie zdrowia państwowe i prywatne
- Galeria Handlowa Północna

Świetna komunikacja i pełna infrastruktura w okolicy. Idealne dla rodziny z dziećmi, dzięki bliskości przedszkoli, szkół i placów zabaw.

Mieszkanie jest słoneczne i przytulne, z pięknym widokiem z 8. piętra, stwarzając idealne warunki do życia.

Zapewnij sobie bezpieczeństwo i komfort na miejscu i świetną komunikację z Centrum miasta.

Oferta mieszkania jest dostępna na wielu portalach bez pośredników i ekstra prowizji.

* Sprzedaż bez pośrednika. Możesz oszczędzić od ok. 34'000 zł do 57'400 zł - tyle wynosi wartość typowej prowizji 3-5%, którą zapłacisz pośrednikowi dla nieruchomości o tej wartości. Czy warto? No raczej warto!

Nie zwlekaj, to okazja, której nie możesz przegapić!
Zadzwoń już teraz i umów się na obejrzenie! :)";Bielany;2025-03-21;https://www.olx.pl/d/oferta/sloneczne-mieszkanie-m3-z-widokiem-kolo-metra-warszawa-bielany-CID3-ID14AhkW.html
;;;;;;;;;;;https://www.olx.pl/d/oferta/trzypokojowe-60m-ul-malborska-metro-kondratowicza-CID3-ID14I0lg.html
;;;;;;;;;;;https://www.olx.pl/d/oferta/bezposrednio-ul-gorczewska-2-pok-z-balkonem-i-garazem-przy-metrze-CID3-ID13nvUA.html
869 000 zł do negocjacji;Cena za m²: 17734.69 zł/m²;49;3;3;Wtórny;;Blok;"OPIS
DZIEŃ OTWARTY 06.04.2025 - prosimy o kontakt telefoniczny wcześniej, aby umówić się i móc obejrzeć mieszkanie. ZAPRASZAMY!!!
0% prowizji - sprzedaż bezpośrednia
ROI 9-10%
AGENCI - proszę nie dzwonić!

Na sprzedaż gotowiec inwestycyjny: 3 pokoje wykończone, w pełni umeblowane i wyposażone na zielonym Żoliborzu.
Bardzo dobrze skomunikowane (autobusy, tramwaje, metro Pl.Wilsona). Na osiedlu przedszkole, szkoła podstawowa, bardzo dobre liceum, liczne sklepy i usługi.

Mieszkanie dwustronne (południ-zachód) znajduje się w kameralnym budynku przy ul.Przasnyskiej 12 (rok budowy 1965) w środku osiedla co zapewnia ciszę i spokój.
3 piętro zapewnia piękny widok na starodrzew, oraz dużo światła dziennego i dużo prywatności (tylko jeden sąsiad).
Bardzo dobry rozkład mieszkania 48 m2:
⦁ salon z aneksem kuchennym 21 m2
⦁ sypialnia 9 m2
⦁ sypialnia 8,5 m2
⦁ garderoba 2,5 m2
⦁ łazienka 2,9 m2
⦁ przedpokój 4,6 m2
⦁ balkon 2m2
⦁ do mieszkania przynależy duża podwójna komórka lokatorska/piwnica 5m2

W maju 2024 zakończył się generalny remont obejmujący: nową elektrykę, hydraulikę, wymianę okien, parapetów , gładzie itp. Wszystkie meble i sprzęty AGD są nowe. Kuchnia na wymiar pod indywidualny projekt.
Mieszkanie od 9 lat było wynajmowane długoterminowo non-stop, aktualnie dostosowane do najmu krótkoterminowego i działa aktywnie na booking i airbnb z bardzo dobrym skutkiem (grudzień i styczeń 100% obłożenia, aktualnie rezerwacje na kilka tygodni do przodu).
Wysoka stopa zwrotu ok 8-9% rocznie przy samodzielnym zarządzaniu.

Księga wieczysta jest założona, grunty uregulowane! można obciążyć ją kredytem hipotecznym.

Istnieje możliwość zakupu na kredyt lub za gotówkę.
Dla zakupu na kredyt hipoteczny 10% zadatku, czas oczekiwania max 3 mce.
Cena do rozsądnej negocjacji wyłącznie przy zakupie gotówkowym.";Żoliborz;;https://www.olx.pl/d/oferta/dzien-otwarty-06-04-2025-gotowiec-inw-booking-airbnb-roi-9-10-CID3-ID14rsdQ.html
599 000 zł do negocjacji;Cena za m²: 16638.89 zł/m²;36;1;1;Wtórny;;Kamienica;"OPIS
Mieszkanie w klimatycznej kamienicy z lat 50. w jednej z najbardziej pożądanych lokalizacji w Warszawie, zaledwie 2 km od Centrum miasta.!

Adres: ul. Kaliska 8/10
Metraż: 36 m²
Piętro: 1. / winda
Cena: 599 000 zł

O mieszkaniu:
• Duży, ustawny pokój: 19,5 m2
• Kuchnia z dużym oknem: 9,5 m2
• Przedpokój: 4 m2 i Łazienka: 3 m2 (prześwit do kuchni)
• Możliwość połączenia kuchni z salonem
• Ekspozycja wschodnia, okna na podwórko
• Piwnica w cenie

Stan techniczny:
• Mieszkanie wymaga kapitalnego remontu (w tym okna, instalacje)
• Kamienica po modernizacjach, klatka i winda do odnowienia w najbliższych latach
• Mieszkanie oczyszczone, gotowe do remontu

Dodatkowe atuty
• Uregulowany stan prawny, pełna własność, KW
• Mieszkanie dostępne od zaraz!
• Możliwość parkowania na terenie podwórka dla mieszkańców
• Spokojna okolica, przyjazne sąsiedztwo
• Świetna komunikacja: tramwaje, autobusy, bliskość Centrum (2 km)

+48**********19
Zadzwoń i umów się na prezentację!

Oferta dostępna tylko w RE/MAX. Wynagrodzenie agenta w całości pokrywa właściciel.";Ochota;2025-03-15;https://www.olx.pl/d/oferta/kawalerka-w-kamienicy-tuz-przy-placu-narutowicza-CID3-ID14WThn.html
;;;;;;;;;;;https://www.olx.pl/d/oferta/stara-ochota-kamienica-z-winda-piwnica-wysoki-strop-310-cm-CID3-ID13aCcL.html
1 098 000 zł do negocjacji;Cena za m²: 15464.79 zł/m²;71;3;8;Wtórny;;Blok;"OPIS
* Przestronne i słoneczne mieszkanie z widokiem na panoramę Bielan *
Chcesz mieszkać z pięknym widokiem z okna? Świetnie położonym i skomunikowanym?
To mieszkanie Cię zachwyci!

• Przestronne trzy pokoje z dużymi oknami
• Mieszkanie pięknie doświetlone (ekspozycja płd. I płd.-zach)
• Świetnia komunikacja - w centrum jesteś w 15 minut
• Stacja Metra 5 min spacerkiem
• Piękny widok na panoramę Bielan i Warszawy
• Cicha i spokojna okolica - idealna do relaksu
• Żłobek, przedszkole, szkoła podstawowa, liceum - wszystko jest na miejscu
• Wszystko czego potrzebujesz jest na miejscu, ale jeśli chcesz to w centrum jesteś w 15 minut
• Obok park, ładny staw, siłownia pod chmurką i tereny zielone - idealne dla osób aktywnych i ceniących przyrodę
• Mieszkanie, które spełni Twoje marzenia o idealnym domu

• Możesz OSZCZĘDZIĆ od 34'500 zł do 57'000 zł* na prowizji pośrednika bo sprzedaję bezpośrednio!

Przestronne, ustawne i słoneczne mieszkanie w warszawskiej dzielnicy Bielany przy ul. Dantego.

Komfortowe mieszkanie o powierzchni 70.90 m² o południowo-zachodniej ekspozycji, składające się z 3 pokoi, w tym pokoju dziennego 23.80 m², dwóch pokoi po 11.10 m², oddzielnej kuchni 6.60 m², łazienki (2.60 m²), WC (1.50 m²) i przedpokoju o powierzchni 10,80 m² i oddzielna garderoba 3,9 m².

Pokój dzienny z dużym balkonem o południowej ekspozycji z szerokim widokiem na panoramę Bielan świetnie nadaje się na chwilę odpoczynku przy popołudniowej kawie
Dodatkowo komórka lokatorska o powierzchni 2.03 m².

Osoby ceniące komfort i przestrzeń świetnie się tu odnajdą: duże (ale nie ogromne) pokoje, funkcjonalny układ i dodatkowe pomieszczenia, takie jak garderoba (czy spiżarnia), zapewniają wygodę.

Mieszkanie położone w świetnej lokalizacji:
- stacja Metra (420 metrów)
- liczne połączenia autobusowe (400 m)
- bazarek Wolumen ze dostawami świeżych warzyw, owoców od lokalnych dostawców (400 m)
- liczne sklepy w okolicy: Biedronka (140 m), Lidl (750m), Carrefour (900 m)
- apteka (140 m)
- kompleks sportowy, w tym basen, CSR Bielany (700 m)
- szkoła podstawowa (300 m),
- przedszkole (300 m)
- liceum ogólnokształcące (500 m)
- bliskość Parku Bielańskiego (900 m)
- Akademia Wychowania Fizycznego (2 km)
- Szpital Bielański (1,4 km)
- przychodnie zdrowia państwowe i prywatne
- Galeria Handlowa Północna

Świetna komunikacja i pełna infrastruktura w okolicy. Idealne dla rodziny z dziećmi, dzięki bliskości przedszkoli, szkół i placów zabaw.

Mieszkanie jest słoneczne i przytulne, z pięknym widokiem z 8. piętra, stwarzając idealne warunki do życia.

Zapewnij sobie bezpieczeństwo i komfort na miejscu i świetną komunikację z Centrum miasta.

Oferta mieszkania jest dostępna na wielu portalach bez pośredników i ekstra prowizji.

* Sprzedaż bez pośrednika. Możesz oszczędzić od ok. 34'000 zł do 57'400 zł - tyle wynosi wartość typowej prowizji 3-5%, którą zapłacisz pośrednikowi dla nieruchomości o tej wartości. Czy warto? No raczej warto!

Nie zwlekaj, to okazja, której nie możesz przegapić!
Zadzwoń już teraz i umów się na obejrzenie! :)";Bielany;2025-03-21;https://www.olx.pl/d/oferta/sloneczne-mieszkanie-m3-z-widokiem-kolo-metra-warszawa-bielany-CID3-ID14AhkW.html
849 000 zł;Cena za m²: 14102.99 zł/m²;60,20;3;6;Wtórny;;Blok;"OPIS
3 POKOJOWE 60m ŁADNE mieszkanie z balkonem, oddzielną łazienką z oknem i WC
sprzedam pilnie.
Świetnie skomunikowane, Metro znajduje się 3 minuty pieszo , często kursuje, w 18 minut dojazd do np.Pałacu Kultury. Jak również wygodne połączenia autobusowe.
Mieszkanie ma funkcjonalny układ pomieszczeń.
Duży pokój można połączyć z widną kuchnią tworząc nowoczesne studio. Dzieli je tylko ścianka działowa. Balkon jest szeroki i jest wokół dużo przestrzeni . wszystkie pokoje są niezależne, korytarz jest przestronny i daje poczucie przestrzenności.
Mieszkanie znajduje się na 6 piętrze w 11 piętrowym budynku z lat 80tych. Wokół jest przestrzeń i światło, nie ma ściśniętych bloków.
Oddzielne wc, duża łazienka i szafa wnękowa w korytarzu.
Okna plastikowe wymienione. na podłodze mozaika dębowa do cyklinowania.
2 windy , domofon, duże podwórko, przestrzeń i zieleń.
Blisko sklepy, Ratusz Targówek, Szpital Bródnowski, przychodnie,w kilka minut bezpieczne dojście do szkoły podstawowej, która ma salę gimnastyczną i ogromne boisko, z którego można korzystać w weekendy , wszędzie blisko sklepy, Park Bródnowski / lodowisko i las dawne Grodzisko , świetne do rekreacji, niedaleko Centrum Handlowe Targówek / multipleks, Castorama i szybki wyjazd na trasę toruńską.
Świetna lokalizacja, mieszkanie bardzo wygodne i pozytywne do własnej aranżacji. Idealne na inwestycje, szybka możliwość wynajmu lub dla rodziny z dziećmi.
Polecam i zapraszam, ogłoszenie bezpośrednie od właściciela. Nie współpracujemy z pośrednikami, nie ma dodatkowych kosztów prowizji.";Targówek;;https://www.olx.pl/d/oferta/trzypokojowe-60m-ul-malborska-metro-kondratowicza-CID3-ID14I0lg.html
1 000 000 zł;Cena za m²: 16666.67 zł/m²;60;2;8;Wtórny;;Apartamentowiec;"OPIS
nie podpisuje umów z pośrednikami

Mieszkanie zlokalizowane jest na osiedlu Sansara przy ul. Górczewskiej 222 na Warszawskim Bemowie, bezpośrednio przy galerii handlowej oraz w odległości 600 metrów od stacji metro RATUSZ BEMOWO . Lokal znajduje się na 8 kondygnacji w 10 piętrowym apartamentowcu dzięki czemu mamy widok na wschód czyli na centrum Warszawy i mamy bardzo dobre doświetlenie salonu połączonego z kuchnią . W każdej klatce są 2 windy, które zjeżdżają do garażu podziemnego, gdzie jest miejsce postojowe – pierwsze przy wyjściu z windy .
Osiedle jest nowoczesne z 2010 roku z ochroną całodobową , monitoringiem .
Powierzchnia mieszkania: 59,35 m2
- Salon połączony z kuchnią pełne wyposażenie – ekspozycja wschodnia
- Sypialnia od północy
- Łazienka z wanną i zabudową wnękową na wymiar gdzie ukryto pralkę
- duża garderoba z zabudową na wymiar
- Hall z zabudową na wymiar
- Loggia od wschodu o powierzchni 7 m2
Dostawcy internetu i kablówki w budynku to: UPC, Vectra, Orange, Netia.

Wskaźnik rocznego zapotrzebowania na energię pierwotną EP 78,83 kWh(m2-rok) .

Wszelkie prawa zastrzeżone. Zdjęcia są moją własnością i nie wyrażam zgody na ich kopiowanie i wykorzystywanie. Nie wyrażam również zgody na kopiowanie opisu mieszkania, przetwarzanie i rozpowszechnianie materiałów mojego autorstwa, w całości lub w części, co stanowi naruszenie praw autorskich. Dz. U. 94 Nr 24 poz. 83, sprost.: Dz.U. 94 Nr 43 poz. 170.

Nie podpisuję umów z pośrednikami - można przyjść z klientem na prezentacje .";Bemowo;2025-03-13;https://www.olx.pl/d/oferta/bezposrednio-ul-gorczewska-2-pok-z-balkonem-i-garazem-przy-metrze-CID3-ID13nvUA.html
869 000 zł do negocjacji;Cena za m²: 17734.69 zł/m²;49;3;3;Wtórny;;Blok;"OPIS
DZIEŃ OTWARTY 06.04.2025 - prosimy o kontakt telefoniczny wcześniej, aby umówić się i móc obejrzeć mieszkanie. ZAPRASZAMY!!!
0% prowizji - sprzedaż bezpośrednia
ROI 9-10%
AGENCI - proszę nie dzwonić!

Na sprzedaż gotowiec inwestycyjny: 3 pokoje wykończone, w pełni umeblowane i wyposażone na zielonym Żoliborzu.
Bardzo dobrze skomunikowane (autobusy, tramwaje, metro Pl.Wilsona). Na osiedlu przedszkole, szkoła podstawowa, bardzo dobre liceum, liczne sklepy i usługi.

Mieszkanie dwustronne (południ-zachód) znajduje się w kameralnym budynku przy ul.Przasnyskiej 12 (rok budowy 1965) w środku osiedla co zapewnia ciszę i spokój.
3 piętro zapewnia piękny widok na starodrzew, oraz dużo światła dziennego i dużo prywatności (tylko jeden sąsiad).
Bardzo dobry rozkład mieszkania 48 m2:
⦁ salon z aneksem kuchennym 21 m2
⦁ sypialnia 9 m2
⦁ sypialnia 8,5 m2
⦁ garderoba 2,5 m2
⦁ łazienka 2,9 m2
⦁ przedpokój 4,6 m2
⦁ balkon 2m2
⦁ do mieszkania przynależy duża podwójna komórka lokatorska/piwnica 5m2

W maju 2024 zakończył się generalny remont obejmujący: nową elektrykę, hydraulikę, wymianę okien, parapetów , gładzie itp. Wszystkie meble i sprzęty AGD są nowe. Kuchnia na wymiar pod indywidualny projekt.
Mieszkanie od 9 lat było wynajmowane długoterminowo non-stop, aktualnie dostosowane do najmu krótkoterminowego i działa aktywnie na booking i airbnb z bardzo dobrym skutkiem (grudzień i styczeń 100% obłożenia, aktualnie rezerwacje na kilka tygodni do przodu).
Wysoka stopa zwrotu ok 8-9% rocznie przy samodzielnym zarządzaniu.

Księga wieczysta jest założona, grunty uregulowane! można obciążyć ją kredytem hipotecznym.

Istnieje możliwość zakupu na kredyt lub za gotówkę.
Dla zakupu na kredyt hipoteczny 10% zadatku, czas oczekiwania max 3 mce.
Cena do rozsądnej negocjacji wyłącznie przy zakupie gotówkowym.";Żoliborz;;https://www.olx.pl/d/oferta/dzien-otwarty-06-04-2025-gotowiec-inw-booking-airbnb-roi-9-10-CID3-ID14rsdQ.html
1 520 000 zł do negocjacji;Cena za m²: 19000 zł/m²;80;4;4;Wtórny;;Blok;"OPIS
Przestronny 4-pokojowy apartament (80 m2) z 2 balkonami, 2 łazienkami, garderobą, 2 miejscami postojowymi i komórką lokatorską | Włochy/Ochota | ul. Równoległa 7.

Do apartamentu przynależą dwa szerokie, rodzinne miejsca postojowe w garażu podziemnym oraz murowana komórka lokatorska (4,5m2) na I piętrze (płatne dodatkowo).

Oferta bezpośrednia – pośrednikom zdecydowanie dziękuję!

Na sprzedaż 4-pokojowy apartament o funkcjonalnym układzie, położony na 4. piętrze budynku przy ul. Równoległej 7, na granicy dzielnic Włochy i Ochota. Apartament zamieszkany od połowy 2020 roku. Elastyczny termin wprowadzenia. Deska trójwarstwowa na podłodze.

Rozkład pomieszczeń

Salon z aneksem kuchennym
Przestronna, dobrze doświetlona część dzienna, połączona z aneksem kuchennym i jadalnią. Zabudowa kuchenna wykonana na wymiar, wyposażona w sprzęt AGD: piekarnik, płytę indukcyjną, lodówko-zamrażarkę oraz zmywarkę Electrolux.

Sypialnie

Sypialnia główna –Sypialnia połączona jest z garderobą.
Pokój dziecięcy
Gabinet – duże biurko zapewniające komfort pracy zdalnej, może zostać łatwo przekształcony w drugi pokój dziecięcy.
Łazienki

Łazienka nr 1 – wyposażona w wannę, umywalkę, WC oraz szafę z przesuwanymi drzwiami, w której znajduje się m.in. pralko-suszarka, oraz miejsce do przechowywania.
Łazienka nr 2 – z prysznicem, umywalką i WC.
Balkony

Balkon o powierzchni 8 m² – zadaszony, zagospodarowany roślinnością.
Balkon o powierzchni 4 m² – również zadaszony, idealny do odpoczynku.
Dodatkowe informacje

Dwa rodzinne miejsca postojowe w garażu podziemnym (płatne dodatkowo) – 60 000 PLN.
Murowana komórka lokatorska na I piętrze (płatna dodatkowo) – wygodne miejsce do przechowywania rowerów, sprzętu sportowego czy rzeczy sezonowych. – 20 000 PLN.
Czynsz – ok. 850 PLN/miesięcznie

Lokalizacja i komunikacja

Apartament położony jest w dobrze skomunikowanej części Warszawy, w pobliżu stacji:

- PKP Aleje Jerozolimskie (ok. 8 minut pieszo), skąd pociągi PKP kursują regularnie do centrum, na lotnisko, Mokotów i innych dzielnic.

-WKD Aleje Jerozolimskie – połączenie z Centrum Warszawy i w kierunku Grodziska Mazowieckiego

Liczne linie autobusowe:

Z przystanku PKP WKD Aleje Jerozolimskie odjeżdżają następujące linie autobusowe:

Autobusowe Linie dzienne:

127 – kursuje na trasie Ursus-Ratusz – Browarna.
178 – łączy Skorosze z Konwiktorską.
187 – obsługuje trasę Chełmska – Ursus-Niedźwiadek.
191 – kursuje między Regulską a Szpitalem Banacha.
208 – łączy Szczęśliwice z PKP WKD Aleje Jerozolimskie.
228 – trasa obejmuje Sasanki – Ursus-Ratusz.
517 – kursuje na trasie Ursus-Niedźwiadek – Plac Trzech Krzyży.
717 – łączy Piastów Ogińskiego z Dworcem Zachodnim.
817 – obsługuje trasę Dworzec Zachodni – Pruszków Os. Staszica /pętla.
Autobusowe Linie nocne:

N01 – kursuje na trasie Nowodwory – Ursynów Północny.
N35 – łączy Ursus-Niedźwiadek z Centrum.
N85 – obsługuje trasę Centrum – Pruszków Os. Staszica /pętla.

W okolicy znajdują się liczne punkty usługowe, sklepy, apteki, przychodnie oraz centra handlowe Blue City i Reduta.

W zasięgu krótkiego spaceru dostępne są także tereny rekreacyjne, takie jak Park Szczęśliwicki i Stawy Cietrzewia.

Planowane inwestycje w okolicy

Nowy przystanek kolejowy ""Warszawa Instalatorów"" – 200 m
Nowy przystanek WKD ""Warszawa Wschodu Słońca"" – 150 m
Nowa szkoła podstawowa we Włochach – ul. Instalatorów – 50 m
Zapraszam do kontaktu.

Ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu cywilnego.";Włochy;2025-03-21;https://www.olx.pl/d/oferta/sprzedam-bezposrednio-4-pok-2-laz-2-balk-2-m-postojowe-CID3-ID14X1iM.html
