price;price_per_meter;area;rooms;floor;market_type;furnished;building_type;description;district;date;url
2 200 000 zł;Cena za m²: 23913.04 zł/m²;92;3;3;Wtórny;Tak;Apartamentowiec;"OPIS
Na sprzedaż bardzo funkcjonalne mieszkanie, w pełni wyposażone, 92m2, 3 pokoje (salon z aneksem kuchennym + 2 sypialnie), dwie łazienki, dwa balkony. Doskonała lokalizacja, ul. Gagarina 26, odległość do Łazienek Królewskich 7 min. spacerkiem, świetnie skomunikowane z pozostałymi dzielnicami. Mieszkanie znajduje się na 3 piętrze, w budynku apartamentowym z wewnętrznym patio wyłącznie na potrzeby mieszkańców. Na parterze punkty gastronomiczne oraz sklep ""Żabka"". Budynek strzeżony, ochrona 24h/dobę. W cenie miejsce garażowe, w garażu naziemnym. Mieszkanie jest idealną propozycją dla osób poszukujących komfortu, zieleni lub w celach inwestycyjnych (obecnie mieszkanie jest wynajęte, umowa najmu do 08.2025r.).";Mokotów;2025-03-27;https://www.olx.pl/oferta/gagarina-26-mokotow-mieszkanie-na-sprzedaz-CID3-ID11vhgI.html
1 300 000 zł;Cena za m²: 22413.79 zł/m²;58;2;5;Wtórny;Tak;Blok;"OPIS
Piękne mieszkanie dwupokojowe 58m/kw ,duża widna kuchnia z oknem,winda,łazienka z kabiną prysznicową,mieszkanie idealne na inwestycję,centrum Warszawy przy pl.Zbawiciela do metra 50m Politechnika,wkoło mnóstwo kawiarenek,sklepy,mieszkanie wolne od zaraz więcej informacji pod tel 66*****16";Śródmieście;2025-03-28;https://www.olx.pl/oferta/sprzedam-mieszkanie-pl-zbawiciela-58m-kw-dwupokojowe-CID3-ID14Ihtx.html
675 000 zł do negocjacji;Cena za m²: 19958.6 zł/m²;33,82;2;3;Pierwotny;Tak;Blok;"OPIS
Sprzedaż tylko BEZPOŚREDNIA tzn. bez pośredników.

Sprzedam nowe 2- pokojowe mieszkanie na 3 piętrze przy ul. Umińskiego 2 (Gocław) o powierzchni 33,82 m2 w nowo wybudowanym budynku oddanym do użytku w 2024 roku. W bloku jest winda.

Mieszkanie składa się z:
⦁ salonu z aneksem kuchennym 16,97m2
⦁ sypialni 6,72m2
⦁ łazienki 4,69m2
⦁ przedpokoju 5,44m2
⦁ balkonu 3,25m2

W mieszkaniu zostały wykonane następujące prace:
⦁ w całym mieszkaniu wykonane ogrzewanie podłogowe
⦁ położone panele
⦁ drzwi wewnętrzne DRE wykonane przez profesjonalną firmę
⦁ wszystkie meble wykonane przez stolarza na wymiar
⦁ na wszystkich ścianach i sufitach jest położona gładź szpachlowa oraz pomalowane na kolor biały

Łazienka:
⦁ geberit z deską wolnoopadającą wraz z zabudową meblową;
⦁ wanna z baterią prysznicową;
⦁ umywalka z baterią i szafką;
⦁ podświetlane lustro.

Kuchnia:
⦁ meble kuchenne zrobione na wymiar;
⦁ wyposażona w nowy sprzęt AGD: lodówka z zamrażarką, płyta indukcyjna, okap, piekarnik i zmywarka.

W przedpokoju duża szafa wnękowa.

Dodatkowo możliwość zakupu miejsca postojowego w podziemnym garażu na platformie- auto do wysokości 160 cm kwota 40,000zł.

Lokalizacja: przy samej pętli autobusowej Gocław, na dole z drugiej strony w bloku jest sklep Auchan.
Blisko centrum, w najbliższej okolicy Centrum Handlowe Promenada, Jezioro Gocławskie, Metro Politechnika, Ulica Francuska, basen, siłownia, parki, ścieżki rowerowe, sklepy, przytulne restauracje, piekarnia, pizzeria, placówki medyczne i kosmetyczne.

Mieszkanie jest gotowe do zamieszkania.";Praga-Południe;2025-03-29;https://www.olx.pl/oferta/mieszkanie-2-pokojowe-33-82m2-blok-z-2024r-bezposrednio-CID3-ID14KVUl.html
1 850 000 zł do negocjacji;Cena za m²: 21022.73 zł/m²;88;3;4;Wtórny;Tak;Blok;"OPIS
Na sprzedaż oferuję wyjątkowe mieszkanie, które doskonale sprawdzi się dla osób ceniących przestronność oraz spokój.

Mieszkanie o powierzchni 88 m² (21 tys za metr kwadratowy) znajduje się na 4 piętrze w cichym, kameralnym budynku przy ul. Dzikiej z największym podwórkiem w okolicy Warszawy, a jednocześnie w doskonałej lokalizacji z łatwym dostępem do wszelkich udogodnień (centrum handlowy Arcadia, tramwaj, autobusy i metro nie cale 10 min pieszo).

Mieszkanie składa się z przestronnego salonu z przestrzenią dla jadalni, dwóch oddzielnych pokoi, oddzielnej kuchni, toalety oraz łazienki z jakuzzi.

Jasne wnętrze, wysokie sufity oraz duże okna sprawiają, że mieszkanie jest pełne naturalnego światła, co dodatkowo potęguje wrażenie przestronności. Umeblowanie w antycznym stylu są w cenie oferty. Ponieważ robią charakterystyczne wrażenie i są częścią tego apartamentu od lat.

Z salonu prowadzi wyjście na dużą loggie 12m2, która staje się idealnym miejscem do relaksu na świeżym powietrzu, gdzie można cieszyć się ciszą i spokojem okolicy lub uprawiać sport. Mieszkanie zostało zaprojektowane w sposób, który zapewnia komfort i prywatność, idealne dla osób szukających wytchnienia od codziennego zgiełku.

Cena mieszkania: 1 850 000 zł.

Zachęcam do kontaktu i umówienia się na prezentację, aby osobiście poczuć atmosferę tego wyjątkowego miejsca. Pozdrawiam serdecznie, Wiktoria";Śródmieście;2025-03-29;https://www.olx.pl/oferta/przestrzonne-mieszkanie-88m2-przy-arkadii-merto-dworzec-gdanski-CID3-ID14RzuB.html
489 000 zł;Cena za m²: 16862.07 zł/m²;29;1;1;Wtórny;Tak;Blok;"OPIS
Do sprzedaży bezpośredniej. Mieszkanie znajduje się na Żeraniu, bliskiej części Białołęki. Żerań, niegdyś kojarzący się wyłącznie z FSO, to dziś prężnie rozbudowujące się osiedle, pełne zieleni i nowoczesnej architektury.
Kawalerka znajduje się na nowym, ogrodzonym osiedlu Kameralne, wybudowanym w 2019 roku, przy ul. Marywilskiej. Budynek, zbudowany z cegły ma 4 piętra i windę. Lokal położony jest na 1 piętrze, posiada nowoczesny wideodomofon. Powierzchnia mieszkania to 29,1 m kw plus balkon 4,2 m kw.
Mieszkanie składa się z pokoju, przedpokoju z aneksem kuchennym, łazienki oraz balkonu. Przed blokiem jest bezpieczny plac zabaw. Na osiedlu jest także siłownia na świeżym powietrzu oraz rowerownia. Jest tu dużo zieleni, i ponieważ osiedle oddalone jest od Marywilskiej, jest cicho i spokojnie.
Sklepy centra handlowe - Marywilska 44, Galeria Północna, Atrium Targówek i Factory Annopol, szkoły i przedszkola, apteki i przychodnie, obiekty sportowe i naturalne tereny zielone – to wszystko znajduje się w pobliżu. Tuż obok osiedla Żabka i m. in Bawialnia „W Chmurach” - sala zabaw, dla dzieci w wieku 0-6 lat oraz zdrowa kawiarnia. Blisko do terenów rekreacyjnych - Kanału Żerańskiego (można pływać kajakami) i powstającego Parku Żerań.
Doskonała komunikacja miejska - bardzo blisko znajduje się przystanek autobusowy Marywilska 05, skąd można dojechać np. linią 176 do stacji Metro Bródno, linią 126 do Centrum Handlowego Atrium Targówek, a jeden przystanek linią 314 jest do PKP Żerań. Również autem jest doskonały dojazd. Niedaleko jest wjazd na Trasę Toruńską którą można dostać się do wielu dzielnic Warszawy.
Do mieszkania nie przynależy miejsce parkingowe. Można ew. odkupić - czasem pojawiają się ogłoszenia sprzedaży od mieszkańców.
Mieszkanie posiada księgę wieczystą, grunty są uregulowane, można posiłkować się kredytem hipotecznym.
Nie współpracuję z biurami nieruchomości.";Białołęka;2025-03-23;https://www.olx.pl/oferta/bezposrednio-nowoczesna-kawalerka-z-balkonem-na-zeraniu-CID3-ID153MRw.html
999 903 zł do negocjacji;Cena za m²: 14594.99 zł/m²;68,51;3;3;Wtórny;Tak;Blok;"OPIS
DO SPRZEDANIA:
Oferujemy 3-pokojowe mieszkanie w budynku oddanym do użytku w 2021 roku, znajdującym się na Białołęce, Nowy Tarchomin, ul. Światowida 28.

FORMALNOŚCI:
Pełna własność lokalu z założoną Księgą Wieczystą. Grunty pod nieruchomością są uregulowane.

OPIS:
Część budynku, w którym znajduje się mieszkanie jest 6 - piętrowa z windą.
Mieszkanie znajduje nie na 3 piętrze. Rozkład mieszkania jest bardzo funkcjonalny a sam układ jest dwustronny (północ-południe).
Mniejszy balkon skierowany jest na południe a większy na północ.

Wysokość mieszkania: 2,63 m2.
Przedpokój: 8,98 m2
Salon + aneks: 25,88 m2
Pokój 1: 13,55m2
Pokój 2: 11,80 m2
Łazienka: 4,36 m2
WC: 1,69m2
Loggia: 2,90m2
Balkon: 8,05m2

RAZEM: 68,51m2

Kuchnia jest otwarta i wyposażona w bardzo dobrej jakości sprzęt: zmywarkę, piekarnik, mikrofalówkę, lodówkę i kuchnię indukcyjną.

DODATKOWO:
Miejsce garażowe (dodatkowo płatne 40 000 PLN) - do mieszkania przynależy miejsce w parkingu podziemnym.
Istnieje możliwość wynajęcia komórki lokatorskiej.
Osiedle posiada monitoring i ochronę.

OKOLICA:
Mieszkanie idealnie sprawdzi się dla osób ceniących sobie przestrzeń, dla rodzin z dziećmi ze względu na dostępność wszelkich udogodnień, dla właścicieli zwierząt, ponieważ przy bloku znajduje się duży obszar zielony.
W bardzo bliskiej okolicy (ok. 5 min pieszo) znajduje się przychodnia lekarska, LIDL, Biedronka, Zdrofit, Galeria Północna, przystanki tramwajowe i autobusowe, szkoła podstawowa, przedszkola, żłobki.
W samym bloku istnieje również paczkomaty INPOST.

Zapraszamy do kontaktu bezpośredniego.
Nie chcemy kontaktów od pośredników nieruchomościami.";Białołęka;2025-03-29;https://www.olx.pl/oferta/jasne-mieszkanie-warszawa-tarchomin-ul-swiatowida-3-pokoje-CID3-ID11DYSM.html
905 000 zł;Cena za m²: 18854.17 zł/m²;48;2;2;Wtórny;Tak;Blok;"OPIS
Wawer ul. Mielecka, cisza, spokój.
Jeden blok wśród domów jednorodzinnych.

Drugie piętro z windą, balkon

7 min piechotą od PKP Anin, w pobliżu przystanków autobusowych. Zielona spokojna okolica blisko lasu.

Niedaleko sklepy, poczta, szkoła, plac zabaw, przedszkole,

Mieszkanie jest pięknie wykończone, przytulne, zaprojektowane z myślą o funkcjonalności i wygodzie.
składa się z salonu z aneksem kuchennym, holu, sypialni oraz łazienki. Jest w pełni wyposażone z klimatyzacją.
3 szafy wnękowe, zabudowa kuchenna i w łazience pod wymiar. W kuchni zmywarka, lodówka, płyta indukcyjna, mikrofalówka i piekarnik.

W salonie i sypialni podłogi drewniane.
Duża łazienka z wanną, prysznicem i zamontowaną bidettą.

Wymaga lekkiego odświeżenia (pomalowania ścian).

Mieszkanie jest bardzo dobrze docieplone, w okresie grzewczym rzadko jest potrzeb dogrzewania.

Na sprzedaż mieszkanie 2-pokojowe o powierzchni 48 m²
2 piętro w 3-piętrowym bloku z windą z 2016 roku

Mieszkanie w bardzo dobrym stanie, okna plastikowe
Odrębna własność z księgą wieczystą
Wyposażenie: telewizor, internet, klimatyzacja, pralka, lodówka, kuchenka, piekarnik, zmywarka, mikrofalówka
Ogłoszenie bezpośrednio od właściciela
Cena do rozsądnej negocjacji.

Miejsce postojowe w garażu podziemnym, uchwyt na rowery, z regałami zapewniającymi dodatkową powierzchnię do przechowywania w cenie 40tyś.";Wawer;2025-03-28;https://www.olx.pl/oferta/wawer-bezposrednio-2-pokoje-balkon-klimatyzacja-skm-CID3-ID14URpK.html
599 000 zł;Cena za m²: 15358.97 zł/m²;39;2;2;Wtórny;Tak;Blok;"OPIS
Sprzedam bezpośrednio dwupokojowe mieszkanie o powierzchni 39 m kwadratowych na dzielnicy Białołęka, osiedle Wrzosowa Aleja przy ul. Kartograficznej 82. Mieszkanie na drugim piętrze posiada dwa pokoje, w tym salon z aneksem kuchennym oraz pokojem z oddzielnym wejściem. Blok oddany do użytku 4 lata temu. Mieszkanie gotowe do zamieszkania. Posiadam dwa miejsca postojowe (dodatkowo płatne).";Białołęka;;https://www.olx.pl/oferta/sprzedam-dwupokojowe-mieszkanie-na-bialolece-bezposrednio-CID3-ID154N0c.html
598 750 zł;Cena za m²: 12500 zł/m²;47,90;2;7;Wtórny;Nie;Blok;"OPIS
Witam,

Oferuję na sprzedaż dwupokojowe mieszkanie o powierzchni 47,9 m², położone na 7. piętrze w dobrze utrzymanym, ocieplonym bloku z lat 90 przy ul. Warszawskiej. Budynek z zadbaną klatką schodową, windą oraz dużą ilością zieleni wokół. Sąsiednie bloki oddalone – nie ma poczucia ciasnej zabudowy.

Doskonały układ pomieszczeń:

- Dwa niezależne pokoje – ustawne i dobrze doświetlone
- Kuchnia z oknem – oddzielna, funkcjonalna przestrzeń
- Oddzielna łazienka i WC
- Przestronny balkon
- Dwustronna ekspozycja okien – salon na zachód, kuchnia i sypialnia na wschód
- Dodatkowo piwnica w cenie – miejsce na rowery, sprzęt sezonowy i więcej

Lokal do generalnego remontu.
Mieszkanie opróżnione, gotowe do własnej aranżacji – możesz urządzić je według własnego gustu i stylu.

Pełna infrastruktura na wyciągnięcie ręki:
- Park Hassa i tereny zielone – doskonałe miejsce na spacery i rekreację
- Basen, place zabaw Hasanka, szkoła podstawowa nr 11 – wszystko w pobliżu
- Bazar przy ulicy Gierdziejewskiego, sklepy, banki, Factory Ursus – wygodne zakupy blisko domu

Szybki dojazd do centrum i innych dzielnic:
- Stacja PKP - 15 min pieszo, przystanek autobusowy Śmigielska 3 min (autobusy 517,401 itp) – szybka komunikacja z całą Warszawą

Dostępne od zaraz.
Mieszkanie posiada uregulowany stan prawny(spółdzielcze własnościowe prawo do lokalu) – założona księga wieczysta, brak obciążeń.

Sprzedaż bezpośrednia. Pośrednikom dziękuję.";Ursus;2025-03-09;https://www.olx.pl/oferta/przestronne-i-jasne-mieszkanie-w-zielonej-okolicy-ursus-CID3-ID14P65p.html
1 520 000 zł do negocjacji;Cena za m²: 19000 zł/m²;80;4;4;Wtórny;Tak;Blok;"OPIS
Przestronny 4-pokojowy apartament (81,65m2) z 2 balkonami, 2 łazienkami, garderobą, 2 miejscami postojowymi i komórką lokatorską | Włochy/Ochota | ul. Równoległa 7.

Do apartamentu przynależą dwa szerokie, rodzinne miejsca postojowe w garażu podziemnym oraz murowana komórka lokatorska (4,5m2) na I piętrze (płatne dodatkowo).

Oferta bezpośrednia – pośrednikom zdecydowanie dziękuję!

Na sprzedaż 4-pokojowy apartament o funkcjonalnym układzie, położony na 4. piętrze budynku przy ul. Równoległej 7, na granicy dzielnic Włochy i Ochota. Apartament zamieszkany od połowy 2020 roku. Elastyczny termin wprowadzenia. Deska trójwarstwowa na podłodze.

Rozkład pomieszczeń

Salon z aneksem kuchennym
Przestronna, dobrze doświetlona część dzienna, połączona z aneksem kuchennym i jadalnią. Zabudowa kuchenna wykonana na wymiar, wyposażona w sprzęt AGD: piekarnik, płytę indukcyjną, lodówko-zamrażarkę oraz zmywarkę Electrolux.

Sypialnie

Sypialnia główna –Sypialnia połączona jest z garderobą.
Pokój dziecięcy
Gabinet – duże biurko zapewniające komfort pracy zdalnej, może zostać łatwo przekształcony w drugi pokój dziecięcy.
Łazienki

Łazienka nr 1 – wyposażona w wannę, umywalkę, WC oraz szafę z przesuwanymi drzwiami, w której znajduje się m.in. pralko-suszarka, oraz miejsce do przechowywania.
Łazienka nr 2 – z prysznicem, umywalką i WC.
Balkony

Balkon o powierzchni 8 m² – zadaszony, zagospodarowany roślinnością.
Balkon o powierzchni 4 m² – również zadaszony, idealny do odpoczynku.
Dodatkowe informacje

Dwa rodzinne miejsca postojowe w garażu podziemnym (płatne dodatkowo) – 60 000 PLN.
Murowana komórka lokatorska na I piętrze (płatna dodatkowo) – wygodne miejsce do przechowywania rowerów, sprzętu sportowego czy rzeczy sezonowych. – 20 000 PLN.
Czynsz – ok. 850 PLN/miesięcznie

Lokalizacja i komunikacja

Apartament położony jest w dobrze skomunikowanej części Warszawy, w pobliżu stacji:

- PKP Aleje Jerozolimskie (ok. 8 minut pieszo), skąd pociągi PKP kursują regularnie do centrum, na lotnisko, Mokotów i innych dzielnic.

-WKD Aleje Jerozolimskie – połączenie z Centrum Warszawy i w kierunku Grodziska Mazowieckiego

Liczne linie autobusowe:

Z przystanku PKP WKD Aleje Jerozolimskie odjeżdżają następujące linie autobusowe:

Autobusowe Linie dzienne:

127 – kursuje na trasie Ursus-Ratusz – Browarna.
178 – łączy Skorosze z Konwiktorską.
187 – obsługuje trasę Chełmska – Ursus-Niedźwiadek.
191 – kursuje między Regulską a Szpitalem Banacha.
208 – łączy Szczęśliwice z PKP WKD Aleje Jerozolimskie.
228 – trasa obejmuje Sasanki – Ursus-Ratusz.
517 – kursuje na trasie Ursus-Niedźwiadek – Plac Trzech Krzyży.
717 – łączy Piastów Ogińskiego z Dworcem Zachodnim.
817 – obsługuje trasę Dworzec Zachodni – Pruszków Os. Staszica /pętla.
Autobusowe Linie nocne:

N01 – kursuje na trasie Nowodwory – Ursynów Północny.
N35 – łączy Ursus-Niedźwiadek z Centrum.
N85 – obsługuje trasę Centrum – Pruszków Os. Staszica /pętla.

W okolicy znajdują się liczne punkty usługowe, sklepy, apteki, przychodnie oraz centra handlowe Blue City i Reduta.

W zasięgu krótkiego spaceru dostępne są także tereny rekreacyjne, takie jak Park Szczęśliwicki i Stawy Cietrzewia.

Planowane inwestycje w okolicy

Nowy przystanek kolejowy ""Warszawa Instalatorów"" – 200 m
Nowy przystanek WKD ""Warszawa Wschodu Słońca"" – 150 m
Nowa szkoła podstawowa we Włochach – ul. Instalatorów – 50 m
Zapraszam do kontaktu.

Ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu cywilnego.";Włochy;2025-03-29;https://www.olx.pl/oferta/sprzedam-bezp-82m2-4-pok-2-laz-2-balk-2-m-postojowe-CID3-ID14X1iM.html
803 400 zł do negocjacji;Cena za m²: 15991.24 zł/m²;50,24;2;5;Wtórny;Nie;Kamienica;"OPIS
Mieszkanie dwupokojowe w kamienicy na Starej Ochocie przy ul. Radomskiej 8, w niedalekim sąsiedztwie ulicy Grójeckiej. Okolica cicha i zielona. Bardzo dobra komunikacja z Centrum i z lotniskiem.
Mieszkanie ciche i słoneczne, usytuowane na 4 piętrze pięciopiętrowego budynku. Wszystkie okna w mieszkaniu usytuowane są od strony ulicy Radomskiej.
Powierzchnia mieszkania to 50,24 m2, w tym dwa pokoje o powierzchni odpowiednio 15 m2 i 14 m2. Kuchnia oddzielna o powierzchni ok 11 m2. Wysokość mieszkania to ok 3,1 m.
Stan techniczny mieszkania – do remontu.
W załączaniu rzut mieszkania oraz przykładowa koncepcja układu funkcjonalnego mieszkania i przykładowe wizualizacje stanu docelowego po remoncie.
W części wspólnej budynku wymienione zostały wszystkie instalacje. W 2023 roku została również wymieniona winda. Wspólnota Mieszkaniowa zebrała już pieniądze i bieżącym roku zostanie wykonany remont klatki schodowej.";Ochota;;https://www.olx.pl/oferta/mieszkanie-2-pokoje-50-24-m2-stara-ochota-do-remontu-CID3-ID14IYw4.html
1 130 000 zł;Cena za m²: 23541.67 zł/m²;48;2;1;Wtórny;Tak;Blok;"OPIS
Sprzedam bezpośrednio piękne i klimatyczne 2 - pokojowe mieszkanie o powierzchni 48,21 m2, na warszawskich Włochach, na nowym, strzeżonym, bardzo ładnym i zadbanym osiedlu Zielona Italia, zaledwie 300m od stacji Warszawa Ursus Płn.
Mieszkanie doskonale skomunikowane, ciche i przestronne. Pełne wyposażenie i zaaranżowanie mieszkania sprawiają, że jest ono gotowe do wprowadzenia od razu, lub do wynajmu bez dodatkowego nakładu finansowego.
Mieszkanie położone na 2 piętrze, składa się z 2 dużych pokoi, oddzielnej i widnej kuchni, łazienki oraz przedpokoju. Do mieszkania przynależy również komórka lokatorska (3,3 m2) oraz miejsce postojowe w garażu podziemnym.
Kuchnia – oddzielna, widna i bardzo funkcjonalna, zabudowa kuchenna oraz sprzęty AGD: lodówka, zamrażarka, płyta elektryczna, piekarnik, okap.
Łazienka - wyposażona w kabinę prysznicową, wc oraz umywalkę.
Salon - duży, przestronny, umeblowany, wydzielona strefa relaksu z wygodną sofą z funkcją spania oraz strefa jadalniana. Do salonu przynależy balkon (1,5 m2).
Sypialnia - przytulna, wyposażona w pełnowymiarowe dwuosobowe łóżko i pojemną szafę.
Mieszkanie położone przy ul. Obywatelskiej na warszawskich Włochach, na osiedlu Zielona Italia z 2013 roku.
Wokół osiedla, sklepy spożywcze, restauracje, Centra Handlowe - mi.in. Factory Ursus (500m), CH Blue City (5 km), bliskość terenów zielonych - Park Kombatantów (ok. 1 km).
Na terenie osiedla znajdują się sklepy, restauracje, poczta, fryzjer, pralnia, inpost, sport i rekreacja: kort tenisowy, boisko, place zabaw dla dzieci, liczne ławki, fontanna i wieża zegarowa, mały staw z ławką widokową.
Doskonała KOMUNIKACJA – przystanek autobusowy w odległości 300m, przystanek pociągowy w odległości 300m, liczne linie autobusowe, szybki dojazd do Centrum.
Rodzaj własności - Odrębna własność z Księgą Wieczystą
Cena mieszkania: 1 130 000 zł, czynsz: ok. 1000 zł
Cena garażu: 50 000 zł
Cena komórki lokatorskiej: 20 000 zł
Zapraszam do kontaktu i oglądania – tel. 6*0*6 8*7*0 7*0*4, 6*0*6 8*7*0 7*0*3
Sprzedaż bezpośrednia – pośrednikom dziękuję!";Włochy;2025-03-24;https://www.olx.pl/oferta/klimatyczne-mieszkanie-na-pieknym-osiedlu-CID3-ID155k7J.html
730 000 zł;Cena za m²: 13518.52 zł/m²;54;3;4;Wtórny;Tak;Blok;"OPIS
ROPONUJEMY PAŃSTWU DO ZAKUPU MIESZKANIE NA STEGNACH PRZY UL. CAPRI.
4 PIĘTRO BEZ WINDY.

IDEALNE DLA RODZINY Z DZIEĆMI / POD DZIAŁALNOŚĆ / DO WYNAJMU.

Dwustronne wsch/zach z dużą loggią.

Trzy osobne pokoje, widna kuchnia, łazienka, osobne wc.

Osobna widna kuchnia

Pokój I z wyjściem na loggię 17.5m2

Pokój II - 10m2.

Pokój III - 9m2.

Łazienka - kabina natryskowa, umywalka, pralka.

WC - 1.5m2

Przedpokój ok 7m2 z szafą wnękowa.

Cicho, zielono, bardzo duże przestrzenie między budynkami, miejsce postojowe na strzeżonym parkingu przed blokiem.

W okolicy : Mokpol, Biedronka, szkoła, przedszkole, świetny dojazd do centrum ( tramwaj, autobusy).

SERDECZNIE POLECAM I ZAPRASZAM NA PREZENTACJĘ. KLUCZE W BIURZE";Mokotów;2025-02-28;https://www.olx.pl/oferta/stegny-3-osobne-pokoje-loggia-ul-capri-blisko-tvn-CID3-ID14GAa4.html
820 000 zł;Cena za m²: 14642.86 zł/m²;56;3;2;Wtórny;Tak;Blok;"OPIS
MAMY PRZYJEMNOŚĆ ZAPROPONOWAĆ PAŃSTWU DO ZAKUPU MIESZKANIE TRZYPOKOJOWE NA SADACH ŻOLIBORSKICH UL IZABELII. 2 PIĘTRO W CZTERO PIĘTROWYM BLOKU BEZ WINDY.

56m3 - trzy osobne pokoje, widna kuchnia, balkon.
Pokój dzienny - 18m2.
I sypialnia - 12m2.
II sypialnia / pokój dziecka / gabinet - 10m2.
Widna, osobna kuchnia - 4m2.
Łazienka z wanną - 3,5m2.
Wc - 2m2.
Przedpokój 6m2.

Mieszkanie jest wykończone i częściowo umeblowane ( regał, kanapa, komoda, telewizor, stolik okolicznościowy, łóżko. W sypialni , bardzo pojemna, szafa ubraniowa, lodówka z zamrażarką, kuchenka gazowa z piekarnikiem).
Na podłodze parkiet, glazura, terakota. Po wymianie pionów wod/kan, co.
Czynsz z fr 950zł na dwie osoby. Okna PCV, parapety z konglomeratu, piwnica.

Spółdzielcze własnościowe prawo do lokalu.
Grunty uregulowane można założyć KW.
W pobliżu : przedszkole, szkoła, tramwaje, autobusy, 5 minut do Supermarketu Auchan, 12 minut do Westfield Arkadia.
SERDECZNIE POLECAM I ZAPRASZAM NA PREZENTACJĘ. KLUCZE W BIURZE";Żoliborz;2025-03-24;https://www.olx.pl/oferta/sady-zoliborskie-3-pok-ul-izabelli-CID3-ID14pYUr.html
1 155 000 zł;Cena za m²: 27500 zł/m²;42;2;3;Wtórny;Tak;Kamienica;"OPIS
Na sprzedaż urzekający apartament 2 pokojowy ( bezpośrednio od właściciela ) o powierzchni 42 m2, zlokalizowany na trzecim piętrze kamienicy z 1956r. Mieszkanie po generalnym remoncie jest gotowe do wprowadzenia – obecnie w najmie krótkoterminowym do 6 osób. Podpisana umowa z firmą zarządzającą – możliwość przedłużenia, wynajem średnio 20-25 dni w miesiącu !
Otoczenie nieruchomości:
Mieszkanie położone w prestiżowej części miasta, 200 m do Ogrodu Krasińskich. 200 m do Rynku Nowego Miasta, a stamtąd do Parku Fontann oraz nad Bulwary Wiślane. 4 min pieszo do Rynku Starego Miasta, dalej Plac Zamkowy i Krakowskie Przedmieście. Droga do Placu Bankowego (Metro) gdzie zlokalizowany jest jeden z najważniejszych węzłów komunikacyjnych Warszawy, umożliwiający bezpośrednią komunikację z każdą częścią Warszawy zajmuje pieszo 5 min. Dojazd do PKP Warszawa Centralna 15 min, do PKP Warszawa Gdańska 12 min, do Lotniska Chopina 40 min. Liczne sklepy, restauracje, punkty usługowe, muzea, teatry, miejsca do wypoczynku i rekreacji, charakterystyczne dla Nowego i Starego Miasta
Okolica zapewnia pełną infrastrukturę usługowo-handlową: centrum handlowe, sklepy spożywcze, piekarnia, apteka, salony urody, punkty medyczne, restauracje oraz liczne placówki edukacyjne. Okolica jest bardzo dobrze skomunikowana, ponieważ najbliższy przystanek autobusowy znajduje się w odległości ok. 100 metrów, a linia tramwajowa w odległości 200 metrów.
Apartament składa się z salonu z kuchnią połączonych wyspą, sypialni, która od salonu przedziela zachwycająca szklana loftowa ściana z zasłonami. Układ ten zapewnia poczucie przestrzeni urzekając względem bywalców.
Sypialnia posiada obszerną i komfortową garderobę. W łazience znajduje się prysznic oraz w niewielkim zamykanym drzwiami pomieszczeniu pralka. W kuchni wyposażenie marki Bosh
Duże okna zapewniają bardzo dobre doświetlenie z ekspozycją wschodnio – południową z których rozpościera się widok na Stare Miasto w tym Sąd Najwyższy, Kościół Garnizonowy. Tylko kilka kroków do Pałacu Krasickich i słynnego Pomnika Powstania Warszawskiego. Do mieszkania przynależy piwnica.
Najważniejsze informacje:
- Dobrze skomunikowana okolica
- Po generalnym remoncie
- Przynależna piwnica
- Idealne pod inwestycje
STAN PRAWNY PEŁNA WŁASNOŚĆ.
Cena 1 155 000 – 27 500 za metr.
Nieruchomość tę szczególnie polecam dla młodej osoby ze względu na lokalizację i dostępną infrastrukturę jak również jako świetną opcję pod zakup inwestycyjny
Zaprasza do kontaktu – 50*******08";Śródmieście;;https://www.olx.pl/oferta/doskonala-inwestycja-blisko-starego-miasta-CID3-ID15booB.html
